3773,桂木麻也子,1966年3月7日,うお座,A,T162cm B88cm W57cm H88cm,東京都,----
1756,瀬戸恵子,1966年4月25日,おうし座,A,T161cm B82cm(Cカップ) W55cm H84cm,静岡県,料理、食べ歩き、旅、散歩、考えること、（昔は恋愛すること）
2845,北村美加,1966年5月3日,おうし座,----,T157cm B93cm W61cm H93cm,----,----
7043,佐藤江珠,1966年5月18日,おうし座,----,T161cm B84cm W60cm H87cm,栃木県,----
2644,白浜なぎさ,1966年6月14日,ふたご座,A,T156cm B85cm W54cm H83cm,神奈川県,----
2392,田中みか,1966年10月8日,てんびん座,A,T154cm B93cm W59cm H96cm,東京都,----
311,井上あんり,1966年10月15日,てんびん座,----,T156cm B83cm W56cm H80cm,----,----
2069,速水舞,1966年12月21日,いて座,----,B90cm W62cm H89cm,----,----
11566,吉野碧,1967年1月1日,やぎ座,----,T170cm B85cm(Cカップ) W60cm H88cm,----,----
16365,美波志保,1967年1月1日,やぎ座,----,T154cm B82cm(Dカップ) W58cm H83cm,----,----
9563,相原久美,1967年1月11日,やぎ座,----,----,----,----
4251,赤坂ルナ,1967年2月5日,みずがめ座,A,T161cm B88cm(Cカップ) W58cm H87cm,静岡県,買い物
1263,樹ますみ,1967年2月7日,みずがめ座,----,T153cm B81cm W58cm H84cm,----,----
1982,前原祐子,1967年2月13日,みずがめ座,O,T156cm B83cm W58cm H85cm,神奈川県,----
14587,井上可菜,1967年3月3日,うお座,----,B80cm W58cm H82cm,----,----
8151,麻布レオナ,1967年3月20日,うお座,A,T160cm B88cm(Cカップ) W58cm H86cm,東京都,水泳
886,高樹陽子,1967年3月23日,おひつじ座,A,T160cm B82cm W58cm H84cm,東京都,----
15271,篠宮とも子,1967年4月22日,おうし座,----,T160cm B81cm W58cm H88cm,----,----
864,高橋めぐみ,1967年5月10日,おうし座,----,----,----,----
2453,東清美,1967年5月14日,おうし座,O,T163cm B83cm W60cm H92cm,愛知県,----
2275,仲村梨沙,1967年7月21日,かに座,O,T163cm B84cm W55cm H86cm,東京都,----
670,宮下真紀,1967年8月9日,しし座,A,T160cm B92cm(Dカップ) W60cm H88cm,東京都,----
1952,川奈まり子,1967年8月23日,おとめ座,O,T164cm B85cm W58cm H87cm,東京都,読書、ビデオ鑑賞
6585,香取歩美,1967年10月24日,さそり座,B,T154cm B83cm W58cm H85cm,東京都,----
1539,新田恵美,1967年11月4日,さそり座,O,T153cm B83cm W56cm H83cm,東京都,----
2083,村上麗奈,1967年11月25日,いて座,O,T159cm B82cm W58cm H83cm,東京都,----
2867,堀江美保,1967年12月10日,いて座,----,B85cm(Bカップ) W60cm H90cm,----,----
3072,立花優,1968年1月1日,やぎ座,----,T168cm B85cm(Cカップ) W62cm H88cm,----,----
13645,沢田麗奈,1968年1月1日,やぎ座,A,T158cm B85cm(Eカップ) W55cm H85cm,東京都,----
14835,あずま樹,1968年1月1日,やぎ座,----,T152cm B88cm(Eカップ) W55cm H88cm,----,----
3074,立原友香,1968年1月3日,やぎ座,B,T163cm B95cm W58cm H88cm,北海道,----
752,結城ゆかり,1968年3月2日,うお座,O,T157cm B80cm W57cm H81cm,東京都,バイク、懸賞応募
5018,沙羅樹,1968年3月7日,うお座,----,T162cm B83cm(Cカップ) W55cm H86cm,----,----
3822,舞坂ゆい,1968年3月10日,うお座,----,T161cm B86cm W60cm H87cm,----,----
5942,三代目葵マリー,1968年3月21日,おひつじ座,AB,T153cm B86cm(Dカップ) W56cm H83cm,東京都,女の子と遊ぶコト
1021,冴島奈緒,1968年3月23日,おひつじ座,B,T158cm B83cm W54cm H83cm,東京都,音楽鑑賞
61,クミコグレース,1968年5月2日,おうし座,AB,T166cm B90cm W60cm H90cm,東京都,----
1572,森村あすか,1968年5月16日,おうし座,B,T153cm B82cm W60cm H85cm,岩手県,----
4051,山崎かおり,1968年5月24日,ふたご座,----,T156cm B80cm W58cm H85cm,----,----
2466,藤あかね,1968年6月3日,ふたご座,A,T159cm B92cm W56cm H90cm,----,カラオケ、ディスコ
19375,中島史恵,1968年6月14日,ふたご座,A,T171cm B86cm W60cm H88cm,長野県,----
1008,斉藤唯,1968年7月6日,かに座,AB,T160cm B82cm W58cm H87cm,東京都,----
4170,叶順子,1968年7月15日,かに座,O,T160cm B91cm W62cm H87cm,----,----
793,後藤えり子,1968年8月14日,しし座,O,T165cm B86cm W58cm H84cm,北海道,パソコン、ネイルアート
1707,水木彩,1968年10月23日,てんびん座,----,T155cm B80cm W56cm H87cm,東京都,----
5212,かわいさとみ,1968年10月31日,さそり座,B,T160cm B80cm W60cm H84cm,神奈川県,----
18347,日吉ルミコ,1968年12月3日,いて座,A,T160cm B85cm(Cカップ) W60cm H84cm,静岡県,----
13868,大友園子,1969年1月1日,やぎ座,----,T166cm B83cm(Bカップ) W64cm H90cm,----,----
16322,翔田千里,1969年1月1日,やぎ座,----,T163cm B86cm(Dカップ) W63cm H90cm,東京都,----
1000401,美原咲子,1969年1月16日,やぎ座,O,T160cm B95cm(Hカップ) W58cm H85cm,神奈川,料理・食べ歩き
9281,平田洋子,1969年1月21日,みずがめ座,----,T152cm B100cm(Fカップ) W58cm H93cm,----,----
4509,藤沢まりの,1969年2月20日,うお座,B,T153cm B83cm W57cm H81cm,東京都,----
3039,葉山みどり,1969年3月1日,うお座,A,T158cm B88cm(Dカップ) W59cm H89cm,東京都,----
1284,秋山まり子,1969年4月5日,おひつじ座,A,T159cm B83cm W54cm H86cm,神奈川県,----
5420,高橋麻衣子,1969年4月10日,おひつじ座,----,T176cm B80cm W60cm H88cm,東京都,----
2704,美穂由紀,1969年4月11日,おひつじ座,O,T160cm B85cm W58cm H85cm,----,----
2353,鶴田真衣,1969年5月4日,おうし座,----,B83cm(Cカップ) W59cm H83cm,----,----
5445,姫ゆり,1969年5月19日,おうし座,O,T164cm B84cm W58cm H88cm,大阪府,----
1473,松本まりな,1969年6月9日,ふたご座,A,T158cm B82cm(Cカップ) W59cm H85cm,神奈川県,----
6681,五十嵐蘭,1969年7月9日,かに座,----,T156cm B90cm(Fカップ) W59cm H89cm,----,----
3041,葉山レイコ,1969年7月13日,かに座,A,T160cm B80cm W56cm H83cm,愛知県,料理、油絵、書道
1338,小森愛,1969年7月22日,かに座,O,T152cm B82cm W57cm H82cm,----,----
3291,藤森真奈,1969年7月22日,かに座,AB,T162cm B87cm W56cm H87cm,----,----
751,結城マリア,1969年9月2日,おとめ座,A,B86cm(Eカップ) W57cm H85cm,----,ピアノ
4732,友崎亜希,1969年9月16日,おとめ座,B,T153cm B100cm(Hカップ) W58cm H83cm,秋田県,ドライブ
1004617,伊織涼子,1969年9月23日,てんびん座,----,T160cm B90cm(Fカップ) W62cm H90cm,----,料理「煮物」、マッサージ、ショッピング
5686,君島愛,1969年10月25日,さそり座,A,T164cm B87cm W56cm H86cm,東京都,----
2952,木田彩水,1969年11月11日,さそり座,A,T160cm B86cm(Dカップ) W55cm H88cm,----,カラオケ
2401,田中美紀,1969年12月2日,いて座,----,B83cm(Cカップ) W60cm H85cm,----,----
6586,小林かおり,1969年12月18日,いて座,O,T162cm B85cm W60cm H84cm,千葉県,----
255,鮎川真理,1969年12月24日,やぎ座,O,T153cm B83cm W57cm H86cm,東京都,----
4473,貝満ひとみ,1969年12月25日,やぎ座,O,T160cm B85cm W57cm H86cm,----,----
6289,番匠愛,1969年12月25日,やぎ座,----,T160cm B83cm W57cm H85cm,----,----
3634,日向まこ,1969年12月27日,やぎ座,A,T158cm B78cm W58cm H83cm,東京都,----
12222,麻宮千聖,1969年12月28日,やぎ座,A,T157cm B90cm W58cm H88cm,----,----
16459,白咲蓮,1970年1月1日,やぎ座,----,T168cm B83cm(Cカップ) W60cm H85cm,----,----
18909,白鳥美鈴,1970年1月1日,やぎ座,----,T162cm B88cm(Dカップ) W59cm H84cm,----,----
1408,庄司みゆき,1970年1月8日,やぎ座,AB,T168cm B92cm(Eカップ) W58cm H85cm,京都府,----
2511,藤本聖名子,1970年1月9日,やぎ座,A,T163cm B88cm W60cm H86cm,福島県,ショッピング、ジョギング
1000733,白川ゆり,1970年1月11日,やぎ座,B,T170cm B83cm(Bカップ) W58cm H84cm,東京都,ガーデニング、料理
8053,君島美香子,1970年1月12日,やぎ座,B,T162cm B90cm(Fカップ) W61cm H87cm,----,----
1837,西澤麻里,1970年1月23日,みずがめ座,A,B82cm W58cm H84cm,----,ドライブ
1264,樹まり子,1970年1月28日,みずがめ座,AB,T160cm B86cm W59cm H89cm,神奈川県,料理、ドライブ
4442,沢木まりえ,1970年2月1日,みずがめ座,A,T155cm B82cm(Bカップ) W57cm H83cm,----,----
1098,桜樹ルイ,1970年3月8日,うお座,B,T164cm B84cm W60cm H87cm,東京都,ゲーム
706,鏡麗子,1970年4月8日,おひつじ座,----,T160cm B84cm(Cカップ) W60cm H87cm,兵庫県,芸術鑑賞、洋裁、海外旅行
2826,北原ななせ,1970年4月16日,おひつじ座,AB,T156cm B81cm W58cm H83cm,----,----
13207,一の樹愛,1970年4月17日,おひつじ座,----,T160cm B97cm W60cm H88cm,埼玉県,----
2277,朝岡実嶺,1970年4月18日,おひつじ座,O,T151cm B83cm W58cm H85cm,埼玉県,テニス、スキー、洋楽鑑賞
3303,野坂なつみ,1970年5月26日,ふたご座,A,T165cm B81cm W57cm H84cm,----,----
4495,神崎美穂,1970年5月31日,ふたご座,----,T163cm B80cm W55cm H84cm,----,----
13023,青山ゆかり,1970年6月8日,ふたご座,O,T165cm B88cm(Dカップ) W59cm H85cm,----,旅行、水泳
11,あいだもも,1970年6月18日,ふたご座,A,T162cm B82cm W55cm H89cm,東京都,エアロビクス
8474,多摩蘭,1970年6月26日,かに座,----,T155cm B78cm W52cm H82cm,----,----
3096,林由美香,1970年6月27日,かに座,B,T158cm B80cm(Dカップ) W58cm H85cm,東京都,料理
1095,桜田由加里,1970年7月2日,かに座,A,T156cm B85cm W61cm H85cm,東京都,スポーツ観戦
4564,宇佐美奈々,1970年7月3日,かに座,B,T157cm B90cm(Eカップ) W61cm H90cm,静岡県,----
608,吉川りりあ,1970年7月11日,かに座,O,T152cm B82cm(Aカップ) W59cm H84cm,----,----
771,原田ひかり,1970年7月11日,かに座,A,T167cm B83cm W58cm H85cm,東京都,----
1965,浅間夕子,1970年7月12日,かに座,A,T163cm B85cm W59cm H86cm,神奈川県,ネイルアート
1485,松葉まどか,1970年7月16日,かに座,----,T157cm B83cm(Cカップ) W58cm H87cm,----,----
17803,愛川咲樹,1970年7月17日,かに座,----,T162cm B88cm(Dカップ) W63cm H90cm,----,----
1963,浅井理恵,1970年7月29日,しし座,O,T153cm B81cm W57cm H84cm,埼玉県,----
3746,杉本レナ,1970年8月6日,しし座,----,T160cm B88cm W62cm H90cm,----,----
2013,早紀麻未,1970年8月8日,しし座,A,T159cm B86cm W55cm H86cm,岐阜県,----
819,工藤ひとみ,1970年8月17日,しし座,A,B83cm W60cm H86cm,----,----
3805,相原めぐみ,1970年8月25日,おとめ座,A,T163cm B90cm W60cm H88cm,東京都,----
12963,本田亜里沙,1970年9月4日,おとめ座,A,T161cm B86cm W59cm H88cm,----,----
4476,弓月薫,1970年9月15日,おとめ座,B,T157cm B83cm W56cm H83cm,----,----
7090,林かづき,1970年10月3日,てんびん座,O,T164cm B83cm W58cm H85cm,神奈川県,----
27,いとうしいな,1970年10月6日,てんびん座,A,T167cm B93cm W58cm H88cm,東京都,----
3743,東美由紀,1970年10月12日,てんびん座,A,T166cm B98cm W60cm H96cm,東京都,----
7040,栗原玲子,1970年10月13日,てんびん座,O,T167cm B82cm W58cm H85cm,----,----
12269,日向ゆみ,1970年10月15日,てんびん座,O,T158cm B95cm(Gカップ) W60cm H88cm,東京都,お酒、買い物
14864,玉置マリア,1970年10月15日,てんびん座,----,----,----,----
792,五島めぐ,1970年10月20日,てんびん座,B,T156cm B94cm W59cm H90cm,東京都,音楽鑑賞
460,加山なつこ,1970年12月23日,やぎ座,----,T161cm B97cm(Gカップ) W65cm H98cm,神奈川県,----
10451,坂下れい,1971年1月1日,やぎ座,----,T158cm B88cm(Dカップ) W57cm H90cm,----,----
7849,紫彩乃,1971年1月1日,やぎ座,O,T160cm B90cm(Fカップ) W62cm H90cm,茨城県,----
20656,瀬戸ゆうき,1971年1月1日,やぎ座,----,T163cm B83cm(Dカップ) W62cm H89cm,----,----
4469,芦屋瞳,1971年1月10日,やぎ座,A,T163cm B87cm W57cm H85cm,----,----
5457,前川えり,1971年1月31日,みずがめ座,B,T159cm B87cm(Eカップ) W58cm H83cm,----,海外旅行
19649,志村玲子,1971年2月6日,みずがめ座,----,T162cm B86cm W67cm H90cm,岡山県,----
1131,山下麻衣,1971年2月9日,みずがめ座,A,T154cm B79cm W57cm H84cm,東京都,----
4145,美咲舞,1971年3月7日,うお座,----,T153cm B85cm W58cm H86cm,----,----
4438,大友梨奈,1971年3月8日,うお座,A,T161cm B83cm(Cカップ) W57cm H85cm,埼玉県,お菓子つくり
1372,小沢奈美,1971年3月16日,うお座,A,T160cm B82cm W59cm H84cm,東京都,----
19298,夏木リサ,1971年3月21日,おひつじ座,B,T164cm B84cm W58cm H87cm,----,----
4771,小川つぐみ,1971年3月30日,おひつじ座,----,B84cm W58cm H88cm,----,----
1194,寺崎泉,1971年4月6日,おひつじ座,B,T163cm B80cm W58cm H85cm,----,----
5052,北岡錦,1971年4月9日,おひつじ座,O,T162cm B90cm W60cm H83cm,神奈川県,----
5057,篠宮響子,1971年4月15日,おひつじ座,----,T166cm B83cm W59cm H86cm,----,----
1842,青山ちはる,1971年4月19日,おひつじ座,A,T159cm B83cm W59cm H83cm,----,----
4197,秋山美冴,1971年5月16日,おうし座,----,T155cm B83cm W59cm H84cm,----,----
10576,西条麗,1971年5月23日,ふたご座,A,T163cm B87cm(Dカップ) W59cm H86cm,東京都,ショッピング
11520,松本亜璃沙,1971年6月1日,ふたご座,----,T158cm B86cm(Dカップ) W60cm H84cm,千葉県,----
1335,小松美幸,1971年6月5日,ふたご座,B,T154cm B82cm W57cm H82cm,福島県,----
2679,卑弥呼,1971年6月7日,ふたご座,A,T166cm B92cm W60cm H87cm,東京都,----
19438,麻生京子,1971年6月7日,ふたご座,----,B83cm(Dカップ) W58cm H85cm,----,----
4493,森山愛里,1971年6月18日,ふたご座,AB,T158cm B83cm W60cm H84cm,東京都,----
4730,立野しのぶ,1971年6月28日,かに座,B,T163cm B83cm W58cm H85cm,東京都,----
10991,城エレン,1971年7月15日,かに座,A,T165cm B124cm(Nカップ) W65cm H90cm,神奈川県,歌・ピアノ・エレクトーン・作曲・格闘技観戦・旅行・天体観測・ガーデニング
3087,林かれん,1971年8月1日,しし座,----,B87cm W58cm H84cm,----,----
1405,小林美和子,1971年8月3日,しし座,----,T156cm B78cm W57cm H80cm,東京都,----
2949,木村由香,1971年8月3日,しし座,----,T159cm B83cm W58cm H86cm,----,----
4486,小鳩美愛,1971年8月5日,しし座,----,T163cm B84cm W58cm H86cm,東京都,----
5435,須磨れい子,1971年9月1日,おとめ座,B,T165cm B84cm W58cm H84cm,----,----
238,愛田るか,1971年9月4日,おとめ座,A,T163cm B88cm(Dカップ) W60cm H90cm,神奈川県,音楽鑑賞
2628,白石雪,1971年9月6日,おとめ座,O,B90cm(Fカップ) W60cm H85cm,----,----
2319,長峰ルミ,1971年9月12日,おとめ座,B,T156cm B82cm W58cm H84cm,----,----
13284,島崎里矢,1971年9月17日,おとめ座,O,T168cm B88cm W60cm H88cm,東京都,----
731,金子リサ,1971年9月20日,おとめ座,----,T165cm B88cm(Dカップ) W60cm H90cm,米国,----
7225,神崎七恵,1971年9月25日,てんびん座,O,T155cm B80cm W55cm H82cm,和歌山県,----
18051,伊藤えりか,1971年9月28日,てんびん座,AB,T164cm B80cm W60cm H84cm,山口県,----
784,五十嵐こずえ,1971年10月21日,てんびん座,O,T157cm B86cm W58cm H88cm,東京都,----
3243,有吉奈生子,1971年10月24日,さそり座,B,T165cm B83cm W60cm H88cm,東京都,----
4169,夏目雅美,1971年10月30日,さそり座,B,T161cm B82cm(Cカップ) W57cm H83cm,東京都,----
5779,白鳥慶子,1971年11月19日,さそり座,----,T158cm B86cm W60cm H87cm,----,----
12605,木村のぞみ,1971年11月27日,いて座,O,T152cm B80cm W58cm H81cm,----,----
1236,柴田はるか,1971年12月1日,いて座,B,T155cm B83cm(Cカップ) W59cm H88cm,----,ビデオ鑑賞
1784,星野ひかる,1971年12月8日,いて座,B,T152cm B87cm W54cm H82cm,----,----
5458,紺野かすみ,1971年12月10日,いて座,----,B80cm W58cm H83cm,----,ぬいぐるみ収集
2092,黛ミキ,1971年12月12日,いて座,O,T163cm B83cm(Cカップ) W57cm H84cm,東京都,スキー、マリンスポーツ、ドライブ、カラオケ
2621,白石ひとみ,1971年12月25日,やぎ座,A,T159cm B82cm W58cm H85cm,東京都,ショッピング
1565,森川いづみ,1972年1月1日,やぎ座,A,T156cm B80cm W56cm H83cm,東京都,料理、裁縫
5919,井川ななこ,1972年1月1日,やぎ座,----,T164cm B89cm(Eカップ) W58cm H86cm,----,----
3624,早坂麻衣子,1972年1月2日,やぎ座,B,T156cm B83cm W58cm H85cm,千葉県,----
8717,藤村夕香,1972年1月10日,やぎ座,A,T162cm B82cm(Eカップ) W56cm H84cm,岩手県,----
4605,本田聖奈,1972年2月14日,みずがめ座,O,B85cm W58cm H87cm,----,カラオケ
2149,沢口梨々子,1972年3月3日,うお座,O,T162cm B86cm W60cm H85cm,東京都,----
4762,吉沢あかね,1972年3月3日,うお座,A,T155cm B88cm W57cm H86cm,鹿児島県,----
3610,仁科ひとみ,1972年3月6日,うお座,A,T158cm B86cm W57cm H84cm,----,----
578,希志真理子,1972年3月21日,おひつじ座,B,T164cm B88cm(Dカップ) W60cm H90cm,----,テニス、料理
18520,楠本みいな,1972年3月21日,おひつじ座,O,T162cm B84cm W60cm H85cm,東京都,----
1835,西野美緒,1972年3月28日,おひつじ座,B,B93cm(Fカップ) W58cm H88cm,----,競馬、サーフィン
19916,原田ひとみ,1972年3月31日,おひつじ座,A,T161cm B83cm W58cm H87cm,----,----
5810,南理香,1972年4月6日,おひつじ座,O,T157cm B85cm W58cm H86cm,埼玉県,----
4020,小林里穂,1972年4月7日,おひつじ座,O,T158cm B84cm W62cm H88cm,東京都,----
9542,水野朋美,1972年4月8日,おひつじ座,----,T156cm B81cm(Bカップ) W59cm H88cm,----,----
7809,神崎美樹,1972年5月15日,おうし座,----,T162cm B92cm(Gカップ) W59cm H87cm,----,----
645,橘ますみ,1972年5月16日,おうし座,A,T162cm B84cm W58cm H84cm,東京都,----
4570,五月純,1972年5月22日,ふたご座,O,T158cm B78cm W57cm H81cm,福岡県,----
5153,望月ひかる,1972年6月7日,ふたご座,B,T163cm B84cm W59cm H86cm,----,フラワーアレンジメント、水泳
4774,真田ゆかり,1972年7月14日,かに座,A,T158cm B84cm(Cカップ) W60cm H86cm,東京都,----
11412,矢吹涼子,1972年7月17日,かに座,B,T160cm B92cm(Fカップ) W60cm H89cm,----,映画鑑賞、料理
3134,露木陽子,1972年7月21日,かに座,B,T155cm B80cm W57cm H84cm,東京都,----
10857,望月加奈,1972年7月24日,しし座,A,T158cm B92cm(Gカップ) W61cm H86cm,千葉県,ボーリング、カラオケ、華道、ゴルフ、テニス
5199,川奈さおり,1972年7月27日,しし座,O,B92cm(Eカップ) W58cm H88cm,----,洋服をつくること
7087,有森麗,1972年8月5日,しし座,----,B83cm W58cm H85cm,----,----
4294,友田真希,1972年8月20日,しし座,O,T160cm B90cm(Gカップ) W59cm H88cm,東京都,料理
5823,松宮久美子,1972年9月9日,おとめ座,O,T158cm B85cm W56cm H82cm,京都府,----
4491,新井沙也加,1972年9月25日,てんびん座,----,T158cm B80cm W58cm H84cm,----,----
1961,浅井りりか,1972年10月6日,てんびん座,----,B80cm(Bカップ) W58cm H81cm,----,----
2881,本木まり子,1972年10月7日,てんびん座,A,B95cm W60cm H90cm,----,ガーデニング
5902,美樹あゆみ,1972年11月9日,さそり座,A,T158cm B85cm W60cm H88cm,東京都,----
3998,浅倉舞,1972年11月11日,さそり座,AB,T158cm B85cm(Eカップ) W60cm H88cm,東京都,ドライブ、旅行
7185,雨宮夏子,1972年11月11日,さそり座,B,T161cm B86cm W60cm H88cm,静岡県,ダイビング
19642,松本ひとみ,1972年11月12日,さそり座,A,T163cm B83cm W57cm H85cm,神奈川県,----
427,岡崎美女,1972年11月14日,さそり座,O,T156cm B81cm(Dカップ) W54cm H81cm,福岡県,英会話、カラオケ、ゴルフ、、エレクトーン演奏、絵画
785,五十嵐ちえみ,1972年11月23日,いて座,AB,T166cm B88cm(Cカップ) W58cm H86cm,東京都,料理
894,安藤有里,1972年11月27日,いて座,A,T164cm B88cm W56cm H88cm,神奈川県,----
24095,艶堂しほり,1972年11月28日,いて座,A,T164cm B84cm(Cカップ) W56cm H85cm,京都府,料理、ジム通い
19644,川原優子,1972年12月23日,やぎ座,----,T159cm B88cm W60cm H88cm,----,----
4287,TAKAKO,1972年12月27日,やぎ座,A,T162cm B86cm(Cカップ) W60cm H88cm,----,カラオケ
4464,立原貴美,1972年12月27日,やぎ座,A,T165cm B84cm W60cm H90cm,東京都,----
15289,大城真澄,1973年1月1日,やぎ座,----,T160cm B92cm(Eカップ) W60cm H89cm,----,----
18715,多々野昌稀,1973年1月1日,やぎ座,----,T156cm B83cm(Cカップ) W58cm H86cm,----,----
2678,飯島恋,1973年1月8日,やぎ座,AB,T158cm B85cm W58cm H82cm,東京都,ドライブ
11502,高橋真由美,1973年1月10日,やぎ座,----,T162cm B82cm W56cm H85cm,東京都,----
305,伊藤真紀,1973年2月1日,みずがめ座,A,T160cm B85cm W58cm H86cm,東京都,----
4468,愛本美穂,1973年2月1日,みずがめ座,O,T149cm B80cm W58cm H80cm,----,----
4571,光友冴子,1973年2月5日,みずがめ座,----,T160cm B85cm(Eカップ) W58cm H84cm,----,ドライブ
11632,秋本詩織,1973年2月5日,みずがめ座,----,T164cm B86cm W57cm H87cm,----,----
1793,星野瑠海,1973年2月7日,みずがめ座,O,T164cm B88cm(Eカップ) W62cm H88cm,神奈川県,ショッピング、散歩
1009748,秋野千尋,1973年2月7日,みずがめ座,B,T153cm B90cm(Gカップ) W59cm H85cm,東京都,DVD鑑賞
5869,三田沙織,1973年2月8日,みずがめ座,A,T158cm B85cm W60cm H90cm,東京都,----
9576,美咲ゆうり,1973年2月10日,みずがめ座,----,B90cm W58cm H87cm,----,----
5200,小林愛美,1973年2月14日,みずがめ座,A,T157cm B80cm W56cm H83cm,----,ネイルアート
6872,谷口和希,1973年2月25日,うお座,----,T164cm B88cm W58cm H85cm,埼玉県,----
4589,泉京子,1973年2月28日,うお座,O,T157cm B90cm W58cm H83cm,----,----
746,君矢摩子,1973年3月3日,うお座,A,T165cm B96cm W60cm H90cm,東京都,----
2707,美里真理,1973年3月7日,うお座,O,T154cm B83cm W58cm H86cm,----,----
4479,高樹麻世,1973年3月13日,うお座,A,T162cm B85cm W58cm H87cm,福岡県,----
2124,大舞じゅりあ,1973年3月20日,うお座,----,T153cm B96cm(Kカップ) W60cm H89cm,兵庫県,新体操
5832,赤川絵理,1973年4月6日,おひつじ座,O,T162cm B85cm W58cm H85cm,東京都,----
